160,ACCT297402,948,2
161,ACCT 297 402,948,3
162,ACCT-897-402,948,4
163,ACCT897402,948,5
164,ACCT 897 402,948,6
165,BLOUIN J,948,7
166,ACCT-297-403,949,1
167,ACCT297403,949,2
168,ACCT 297 403,949,3
169,ACCT-897-403,949,4
170,ACCT897403,949,5
171,ACCT 897 403,949,6
172,BLOUIN J,949,7
173,ACCT-399-000,950,1
174,ACCT399000,950,2
175,ACCT 399 000,950,3
176,STAFF,950,7
177,ACCT-622-001,951,1
178,ACCT622001,951,2
179,ACCT 622 001,951,3
180,ITTNER C,951,7
181,ACCT-622-003,952,1
182,ACCT622003,952,2
183,ACCT 622 003,952,3
184,ITTNER C,952,7
185,ACCT-622-005,953,1
186,ACCT622005,953,2
187,ACCT 622 005,953,3
188,ITTNER C,953,7
189,ACCT-622-007,954,1
190,ACCT622007,954,2
191,ACCT 622 007,954,3
192,CORE J,954,7
193,ACCT-622-009,955,1
194,ACCT622009,955,2
195,ACCT 622 009,955,3
196,CORE J,955,7
197,ACCT-622-011,956,1
198,ACCT622011,956,2
199,ACCT 622 011,956,3
200,CORE J,956,7
201,ACCT-742-001,957,1
202,ACCT742001,957,2
203,ACCT 742 001,957,3
204,BUSHEE B,957,7
205,ACCT-742-002,958,1
206,ACCT742002,958,2
207,ACCT 742 002,958,3
208,BUSHEE B,958,7
209,ACCT-742-003,959,1
210,ACCT742003,959,2
211,ACCT 742 003,959,3
212,BUSHEE B,959,7
213,ACCT-899-000,960,1
214,ACCT899000,960,2
215,ACCT 899 000,960,3
216,STAFF,960,7
217,ACCT-920-301,961,1
218,ACCT920301,961,2
219,ACCT 920 301,961,3
220,RAMASWAMY C,961,7
221,ACCT-921-301,962,1
222,ACCT921301,962,2
223,ACCT 921 301,962,3
224,ITTNER C,962,7
225,ACCT-922-301,963,1
226,ACCT922301,963,2
227,ACCT 922 301,963,3
228,ITTNER C,963,7
229,ACCT-995-000,964,1
230,ACCT995000,964,2
231,ACCT 995 000,964,3
232,STAFF,964,7
233,AFST-018-401,965,1
234,AFST018401,965,2
235,AFST 018 401,965,3
236,ANTH-018-401,965,4
237,ANTH018401,965,5
238,ANTH 018 401,965,6
239,BARNES S,965,7
240,AFST-038-401,966,1
241,AFST038401,966,2
242,AFST 038 401,966,3
243,NELC-038-401,966,4
244,NELC038401,966,5
245,NELC 038 401,966,6
246,TUTTLE K,966,7
247,AFST-050-401,967,1
248,AFST050401,967,2
249,AFST 050 401,967,3
250,AFRC-050-401 FOLK-022-401 MUSC-050-401,967,4
251,AFRC050401 FOLK022401 MUSC050401,967,5
252,AFRC 050 401 FOLK 022 401 MUSC 050 401,967,6
253,ROMMEN T,967,7
254,AFST-050-402,968,1
255,AFST050402,968,2
256,AFST 050 402,968,3
257,AFRC-050-402 FOLK-022-402 MUSC-050-402,968,4
258,AFRC050402 FOLK022402 MUSC050402,968,5
259,AFRC 050 402 FOLK 022 402 MUSC 050 402,968,6
260,STEINGO G,968,7
261,AFST-050-403,969,1
262,AFST050403,969,2
263,AFST 050 403,969,3
264,AFRC-050-403 FOLK-022-403 MUSC-050-403,969,4
265,AFRC050403 FOLK022403 MUSC050403,969,5
266,AFRC 050 403 FOLK 022 403 MUSC 050 403,969,6
267,LAMEN D,969,7
268,AFST-050-404,970,1
269,AFST050404,970,2
270,AFST 050 404,970,3
271,AFRC-050-404 FOLK-022-404 MUSC-050-404,970,4
272,AFRC050404 FOLK022404 MUSC050404,970,5
273,AFRC 050 404 FOLK 022 404 MUSC 050 404,970,6
274,MACMILLEN I,970,7
275,AFST-075-401,971,1
276,AFST075401,971,2
277,AFST 075 401,971,3
278,AFRC-075-401 HIST-075-401,971,4
279,AFRC075401 HIST075401,971,5
280,AFRC 075 401 HIST 075 401,971,6
281,BABOU C,971,7
282,AFST-075-402,972,1
283,AFST075402,972,2
284,AFST 075 402,972,3
285,AFRC-075-402 HIST-075-402,972,4
286,AFRC075402 HIST075402,972,5
287,AFRC 075 402 HIST 075 402,972,6
288,OSTROFSKY K,972,7
289,AFST-075-403,973,1
290,AFST075403,973,2
291,AFST 075 403,973,3
292,AFRC-075-403 HIST-075-403,973,4
293,AFRC075403 HIST075403,973,5
294,AFRC 075 403 HIST 075 403,973,6
295,OSTROFSKY K,973,7
296,AFST-075-404,974,1
297,AFST075404,974,2
298,AFST 075 404,974,3
299,AFRC-075-404 HIST-075-404,974,4
300,AFRC075404 HIST075404,974,5
301,AFRC 075 404 HIST 075 404,974,6
302,PRYKHODKO Y,974,7
303,AFST-149-680,975,1
304,AFST149680,975,2
305,AFST 149 680,975,3
306,AFRC-149-680 AFRC-549-680 AFST-549-680,975,4
307,AFRC149680 AFRC549680 AFST549680,975,5
308,AFRC 149 680 AFRC 549 680 AFST 549 680,975,6
309,MBEJE A,975,7
310,AFST-151-680,976,1
311,AFST151680,976,2
312,AFST 151 680,976,3
313,AFRC-152-680 AFST-551-680,976,4
314,AFRC152680 AFST551680,976,5
315,AFRC 152 680 AFST 551 680,976,6
316,MBEJE A,976,7
317,AFST-161-680,977,1
318,AFST161680,977,2
319,AFST 161 680,977,3
320,AFRC-163-680 AFST-565-680,977,4
321,AFRC163680 AFST565680,977,5
322,AFRC 163 680 AFST 565 680,977,6
323,OFOSU-DONKOH K,977,7
324,AFST-171-680,978,1
325,AFST171680,978,2
326,AFST 171 680,978,3
327,AFRC-171-680 AFST-518-680,978,4
328,AFRC171680 AFST518680,978,5
329,AFRC 171 680 AFST 518 680,978,6
330,AWOYALE Y,978,7
331,AFST-181-680,979,1
332,AFST181680,979,2
333,AFST 181 680,979,3
334,AFRC-181-680 AFST-581-680,979,4
335,AFRC181680 AFST581680,979,5
336,AFRC 181 680 AFST 581 680,979,6
337,BOLGER B,979,7
338,AFST-206-402,980,1
339,AFST206402,980,2
340,AFST 206 402,980,3
341,HIST-206-402,980,4
342,HIST206402,980,5
343,HIST 206 402,980,6
344,BABOU C,980,7
345,AFST-225-401,981,1
346,AFST225401,981,2
347,AFST 225 401,981,3
348,AFRC-225-401,981,4
349,AFRC225401,981,5
350,AFRC 225 401,981,6
351,MBEJE A,981,7
352,AFST-241-680,982,1
353,AFST241680,982,2
354,AFST 241 680,982,3
355,AFRC-241-680 AFRC-541-680 AFST-541-680,982,4
356,AFRC241680 AFRC541680 AFST541680,982,5
357,AFRC 241 680 AFRC 541 680 AFST 541 680,982,6
358,HAILU Y,982,7
359,AFST-243-680,983,1
360,AFST243680,983,2
361,AFST 243 680,983,3
362,AFRC-243-680 AFRC-544-680 AFST-544-680,983,4
363,AFRC243680 AFRC544680 AFST544680,983,5
364,AFRC 243 680 AFRC 544 680 AFST 544 680,983,6
365,HAILU Y,983,7
366,AFST-247-680,984,1
367,AFST247680,984,2
368,AFST 247 680,984,3
369,AFST-547-680,984,4
370,AFST547680,984,5
371,AFST 547 680,984,6
372,HAILU Y,984,7
373,AFST-251-680,985,1
374,AFST251680,985,2
375,AFST 251 680,985,3
376,AFRC-251-680 AFST-553-680,985,4
377,AFRC251680 AFST553680,985,5
378,AFRC 251 680 AFST 553 680,985,6
379,MBEJE A,985,7
380,AFST-263-680,986,1
381,AFST263680,986,2
382,AFST 263 680,986,3
383,AFRC-265-680 AFST-567-680,986,4
384,AFRC265680 AFST567680,986,5
385,AFRC 265 680 AFST 567 680,986,6
386,OFOSU-DONKOH K,986,7
387,AFST-271-680,987,1
388,AFST271680,987,2
389,AFST 271 680,987,3
390,AFRC-271-680 AFST-532-680,987,4
391,AFRC271680 AFST532680,987,5
392,AFRC 271 680 AFST 532 680,987,6
393,AWOYALE Y,987,7
394,AFST-281-680,988,1
395,AFST281680,988,2
396,AFST 281 680,988,3
397,AFRC-282-680 AFST-583-680,988,4
398,AFRC282680 AFST583680,988,5
399,AFRC 282 680 AFST 583 680,988,6
400,MSHOMBA E,988,7
401,AFST-285-680,989,1
402,AFST285680,989,2
403,AFST 285 680,989,3
404,AFRC-285-680 AFST-586-680,989,4
405,AFRC285680 AFST586680,989,5
406,AFRC 285 680 AFST 586 680,989,6
407,MSHOMBA E,989,7
408,AFST-300-000,990,1
409,AFST300000,990,2
410,AFST 300 000,990,3
411,STAFF,990,7
412,AFST-351-680,991,1
413,AFST351680,991,2
414,AFST 351 680,991,3
415,AFRC-351-680 AFST-555-680,991,4
416,AFRC351680 AFST555680,991,5
417,AFRC 351 680 AFST 555 680,991,6
418,MBEJE A,991,7
419,AFST-363-680,992,1
420,AFST363680,992,2
421,AFST 363 680,992,3
422,AFRC-364-680 AFST-569-680,992,4
423,AFRC364680 AFST569680,992,5
424,AFRC 364 680 AFST 569 680,992,6
425,OFOSU-DONKOH K,992,7
426,AFST-371-680,993,1
427,AFST371680,993,2
428,AFST 371 680,993,3
429,AFST-588-680,993,4
430,AFST588680,993,5
431,AFST 588 680,993,6
432,AWOYALE Y,993,7
433,AFST-372-401,994,1
434,AFST372401,994,2
435,AFST 372 401,994,3
436,HIST-372-401,994,4
437,HIST372401,994,5
438,HIST 372 401,994,6
439,CASSANELLI L,994,7
440,AFST-373-401,995,1
441,AFST373401,995,2
442,AFST 373 401,995,3
443,HIST-371-401 NELC-334-401,995,4
444,HIST371401 NELC334401,995,5
445,HIST 371 401 NELC 334 401,995,6
446,TROUTT POWELL E,995,7
447,AFST-390-401,996,1
448,AFST390401,996,2
449,AFST 390 401,996,3
450,FREN-390-401,996,4
451,FREN390401,996,5
452,FREN 390 401,996,6
453,BRYSON D,996,7
454,AFST-460-401,997,1
455,AFST460401,997,2
456,AFST 460 401,997,3
457,ANEL-460-401,997,4
458,ANEL460401,997,5
459,ANEL 460 401,997,6
460,ROBERSON J,997,7
461,AFST-485-680,998,1
462,AFST485680,998,2
463,AFST 485 680,998,3
464,AFST-591-680,998,4
465,AFST591680,998,5
466,AFST 591 680,998,6
467,MSHOMBA E,998,7
468,AFST-491-681,999,1
469,AFST491681,999,2
470,AFST 491 681,999,3
471,NWADIORA E,999,7
472,AFST-491-682,1000,1
473,AFST491682,1000,2
474,AFST 491 682,1000,3
475,"SOW, MAMADOU",1000,7
476,AFST-491-683,1001,1
477,AFST491683,1001,2
478,AFST 491 683,1001,3
479,MAVINDIDZE E,1001,7
480,AFST-493-680,1002,1
481,AFST493680,1002,2
482,AFST 493 680,1002,3
483,STAFF,1002,7
484,AFST-493-681,1003,1
485,AFST493681,1003,2
486,AFST 493 681,1003,3
487,NWADIORA E,1003,7
488,AFST-493-682,1004,1
489,AFST493682,1004,2
490,AFST 493 682,1004,3
491,STAFF,1004,7
492,AFST-493-683,1005,1
493,AFST493683,1005,2
494,AFST 493 683,1005,3
495,MAVINDIDZE E,1005,7
496,AFST-496-680,1006,1
497,AFST496680,1006,2
498,AFST 496 680,1006,3
499,STAFF,1006,7
500,AFST-999-000,1007,1
501,AFST999000,1007,2
502,AFST 999 000,1007,3
503,STAFF,1007,7
504,AFRC-001-001,1008,1
505,AFRC001001,1008,2
506,AFRC 001 001,1008,3
507,ZUBERI/SHAW,1008,7
508,AFRC-006-401,1009,1
509,AFRC006401,1009,2
510,AFRC 006 401,1009,3
511,ASAM-006-401 SOCI-006-401 URBS-160-401,1009,4
512,ASAM006401 SOCI006401 URBS160401,1009,5
513,ASAM 006 401 SOCI 006 401 URBS 160 401,1009,6
514,TORRES K,1009,7
515,AFRC-018-401,1010,1
516,AFRC018401,1010,2
517,AFRC 018 401,1010,3
518,AFST-018-401 ANTH-018-401,1010,4
519,AFST018401 ANTH018401,1010,5
520,AFST 018 401 ANTH 018 401,1010,6
521,BARNES S,1010,7
522,AFRC-041-401,1011,1
523,AFRC041401,1011,2
524,AFRC 041 401,1011,3
525,CULHANE D,1011,7
526,AFRC-050-405,1012,1
527,AFRC050405,1012,2
528,AFRC 050 405,1012,3
529,FOLK-022-405 MUSC-050-405,1012,4
530,FOLK022405 MUSC050405,1012,5
531,FOLK 022 405 MUSC 050 405,1012,6
532,MEYERS J,1012,7
533,AFRC-075-405,1013,1
534,AFRC075405,1013,2
535,AFRC 075 405,1013,3
536,HIST-075-405,1013,4
537,HIST075405,1013,5
538,HIST 075 405,1013,6
539,PRYKHODKO Y,1013,7
540,AFRC-077-401,1014,1
541,AFRC077401,1014,2
542,AFRC 077 401,1014,3
543,FOLK-075-401 MUSC-075-401,1014,4
544,FOLK075401 MUSC075401,1014,5
545,FOLK 075 401 MUSC 075 401,1014,6
546,RAMSEY G,1014,7
547,AFRC-078-401,1015,1
548,AFRC078401,1015,2
549,AFRC 078 401,1015,3
550,HIST-214-401 URBS-178-401,1015,4
551,HIST214401 URBS178401,1015,5
552,HIST 214 401 URBS 178 401,1015,6
553,HARKAVY I,1015,7
554,AFRC-081-401,1016,1
555,AFRC081401,1016,2
556,AFRC 081 401,1016,3
557,ENGL-081-401,1016,4
558,ENGL081401,1016,5
559,ENGL 081 401,1016,6
560,TILLET S,1016,7
561,AFRC-116-401,1017,1
562,AFRC116401,1017,2
563,AFRC 116 401,1017,3
564,AFRC-629-401 ANTH-116-401 ANTH-629-401,1017,4
565,AFRC629401 ANTH116401 ANTH629401,1017,5
566,AFRC 629 401 ANTH 116 401 ANTH 629 401,1017,6
567,THOMAS D,1017,7
568,AFRC-145-401,1018,1
569,AFRC145401,1018,2
570,AFRC 145 401,1018,3
571,ENGL-145-401 URBS-273-401,1018,4
572,ENGL145401 URBS273401,1018,5
573,ENGL 145 401 URBS 273 401,1018,6
574,CARY L,1018,7
575,AFRC-161-401,1019,1
576,AFRC161401,1019,2
577,AFRC 161 401,1019,3
578,LING-161-401,1019,4
579,LING161401,1019,5
580,LING 161 401,1019,6
581,LABOV W,1019,7
582,AFRC-169-401,1020,1
583,AFRC169401,1020,2
584,AFRC 169 401,1020,3
585,HIST-169-401,1020,4
586,HIST169401,1020,5
587,HIST 169 401,1020,6
588,BERRY M,1020,7
589,AFRC-205-401,1021,1
590,AFRC205401,1021,2
591,AFRC 205 401,1021,3
592,HIST-204-401,1021,4
593,HIST204401,1021,5
594,HIST 204 401,1021,6
595,LICHT/LLOYD,1021,7
596,AFRC-218-401,1022,1
597,AFRC218401,1022,2
598,AFRC 218 401,1022,3
599,LGST-218-401,1022,4
600,LGST218401,1022,5
601,LGST 218 401,1022,6
602,ANDERSON J,1022,7
603,AFRC-235-401,1023,1
604,AFRC235401,1023,2
605,AFRC 235 401,1023,3
606,SOCI-235-401,1023,4
607,SOCI235401,1023,5
608,SOCI 235 401,1023,6
609,FETNI H,1023,7
610,AFRC-258-401,1024,1
611,AFRC258401,1024,2
612,AFRC 258 401,1024,3
613,FOLK-259-401 LALS-258-401 MUSC-258-401,1024,4
614,FOLK259401 LALS258401 MUSC258401,1024,5
615,FOLK 259 401 LALS 258 401 MUSC 258 401,1024,6
616,ROMMEN T,1024,7
617,AFRC-272-401,1025,1
618,AFRC272401,1025,2
619,AFRC 272 401,1025,3
620,URBS-270-401,1025,4
621,URBS270401,1025,5
622,URBS 270 401,1025,6
623,VITIELLO D,1025,7
624,AFRC-281-401,1026,1
625,AFRC281401,1026,2
626,AFRC 281 401,1026,3
627,ENGL-281-401,1026,4
628,ENGL281401,1026,5
629,ENGL 281 401,1026,6
630,DAVIS T,1026,7
631,AFRC-286-401,1027,1
632,AFRC286401,1027,2
633,AFRC 286 401,1027,3
634,ENGL-284-401,1027,4
635,ENGL284401,1027,5
636,ENGL 284 401,1027,6
637,BEAVERS H,1027,7
638,AFRC-304-401,1028,1
639,AFRC304401,1028,2
640,AFRC 304 401,1028,3
641,HIST-304-401,1028,4
642,HIST304401,1028,5
643,HIST 304 401,1028,6
644,ENGS R,1028,7
645,AFRC-306-401,1029,1
646,AFRC306401,1029,2
647,AFRC 306 401,1029,3
648,COMM-306-401,1029,4
649,COMM306401,1029,5
650,COMM 306 401,1029,6
651,WICKHAM D,1029,7
652,AFRC-308-401,1030,1
653,AFRC308401,1030,2
654,AFRC 308 401,1030,3
655,RELS-310-401,1030,4
656,RELS310401,1030,5
657,RELS 310 401,1030,6
658,CALLAHAN L,1030,7
659,AFRC-310-301,1031,1
660,AFRC310301,1031,2
661,AFRC 310 301,1031,3
662,STEVENSON H,1031,7
663,AFRC-353-401,1032,1
664,AFRC353401,1032,2
665,AFRC 353 401,1032,3
666,HIST-353-401,1032,4
667,HIST353401,1032,5
668,HIST 353 401,1032,6
669,HAHN S,1032,7
670,AFRC-363-401,1033,1
671,AFRC363401,1033,2
672,AFRC 363 401,1033,3
673,HIST-363-401,1033,4
674,HIST363401,1033,5
675,HIST 363 401,1033,6
676,ENGS R,1033,7
677,AFRC-363-403,1034,1
678,AFRC363403,1034,2
679,AFRC 363 403,1034,3
680,HIST-363-403,1034,4
681,HIST363403,1034,5
682,HIST 363 403,1034,6
683,ENGS R,1034,7
684,AFRC-363-404,1035,1
685,AFRC363404,1035,2
686,AFRC 363 404,1035,3
687,HIST-363-404,1035,4
688,HIST363404,1035,5
689,HIST 363 404,1035,6
690,ENGS R,1035,7
691,AFRC-399-000,1036,1
692,AFRC399000,1036,2
693,AFRC 399 000,1036,3
694,STAFF,1036,7
695,AFRC-499-000,1037,1
696,AFRC499000,1037,2
697,AFRC 499 000,1037,3
698,STAFF,1037,7
699,AFRC-501-401,1038,1
700,AFRC501401,1038,2
701,AFRC 501 401,1038,3
702,ARTH-501-401,1038,4
703,ARTH501401,1038,5
704,ARTH 501 401,1038,6
705,CURNOW K,1038,7
706,AFRC-518-401,1039,1
707,AFRC518401,1039,2
708,AFRC 518 401,1039,3
709,RELS-517-401,1039,4
710,RELS517401,1039,5
711,RELS 517 401,1039,6
712,CALLAHAN L,1039,7
713,AFRC-522-401,1040,1
714,AFRC522401,1040,2
715,AFRC 522 401,1040,3
716,EDUC-522-401,1040,4
717,EDUC522401,1040,5
718,EDUC 522 401,1040,6
719,STEVENSON H,1040,7
720,AFRC-530-401,1041,1
721,AFRC530401,1041,2
722,AFRC 530 401,1041,3
723,HIST-530-401,1041,4
724,HIST530401,1041,5
725,HIST 530 401,1041,6
726,SAVAGE B,1041,7
727,AFRC-545-401,1042,1
728,AFRC545401,1042,2
729,AFRC 545 401,1042,3
730,EDUC-543-401,1042,4
731,EDUC543401,1042,5
732,EDUC 543 401,1042,6
733,GASMAN M,1042,7
734,AFRC-587-401,1043,1
735,AFRC587401,1043,2
736,AFRC 587 401,1043,3
737,ANTH-587-401,1043,4
738,ANTH587401,1043,5
739,ANTH 587 401,1043,6
740,THOMAS D,1043,7
741,AFRC-640-401,1044,1
742,AFRC640401,1044,2
743,AFRC 640 401,1044,3
744,ENGL-600-401,1044,4
745,ENGL600401,1044,5
746,ENGL 600 401,1044,6
747,CHARLES/BEAVERS,1044,7
748,AFRC-770-401,1045,1
749,AFRC770401,1045,2
750,AFRC 770 401,1045,3
751,COML-773-401 ENGL-770-401,1045,4
752,COML773401 ENGL770401,1045,5
753,COML 773 401 ENGL 770 401,1045,6
754,DAVIS T,1045,7
755,AFRC-999-000,1046,1
756,AFRC999000,1046,2
757,AFRC 999 000,1046,3
758,STAFF,1046,7
759,ANCH-027-401,1047,1
760,ANCH027401,1047,2
761,ANCH 027 401,1047,3
762,HIST-027-401,1047,4
763,HIST027401,1047,5
764,HIST 027 401,1047,6
765,GREY C,1047,7
766,ANCH-027-402,1048,1
767,ANCH027402,1048,2
768,ANCH 027 402,1048,3
769,HIST-027-402,1048,4
770,HIST027402,1048,5
771,HIST 027 402,1048,6
772,JONES A,1048,7
773,ANCH-027-404,1049,1
774,ANCH027404,1049,2
775,ANCH 027 404,1049,3
776,HIST-027-404,1049,4
777,HIST027404,1049,5
778,HIST 027 404,1049,6
779,JONES A,1049,7
780,ANCH-027-405,1050,1
781,ANCH027405,1050,2
782,ANCH 027 405,1050,3
783,HIST-027-405,1050,4
784,HIST027405,1050,5
785,HIST 027 405,1050,6
786,AVERY E,1050,7
787,ANCH-027-406,1051,1
788,ANCH027406,1051,2
789,ANCH 027 406,1051,3
790,HIST-027-406,1051,4
791,HIST027406,1051,5
792,HIST 027 406,1051,6
793,SAGS TETTER K,1051,7
794,ANCH-027-408,1052,1
795,ANCH027408,1052,2
796,ANCH 027 408,1052,3
797,HIST-027-408,1052,4
798,HIST027408,1052,5
799,HIST 027 408,1052,6
800,SAGS TETTER K,1052,7
801,ANCH-027-411,1053,1
802,ANCH027411,1053,2
803,ANCH 027 411,1053,3
804,HIST-027-411,1053,4
805,HIST027411,1053,5
806,HIST 027 411,1053,6
807,REI TERMAN A,1053,7
808,ANCH-027-412,1054,1
809,ANCH027412,1054,2
810,ANCH 027 412,1054,3
811,HIST-027-412,1054,4
812,HIST027412,1054,5
813,HIST 027 412,1054,6
814,AVERY E,1054,7
815,ANCH-027-413,1055,1
816,ANCH027413,1055,2
817,ANCH 027 413,1055,3
818,HIST-027-413,1055,4
819,HIST027413,1055,5
820,HIST 027 413,1055,6
821,REI TERMAN A,1055,7
822,ANCH-208-401,1056,1
823,ANCH208401,1056,2
824,ANCH 208 401,1056,3
825,CLST-208-401 JWST-208-401 NELC-288-401,1056,4
826,CLST208401 JWST208401 NELC288401,1056,5
827,CLST 208 401 JWST 208 401 NELC 288 401,1056,6
828,IRSHAI,1056,7
829,ANCH-230-401,1057,1
830,ANCH230401,1057,2
831,ANCH 230 401,1057,3
832,JWST-229-401 NELC-289-401 RELS-229-401,1057,4
833,JWST229401 NELC289401 RELS229401,1057,5
834,JWST 229 401 NELC 289 401 RELS 229 401,1057,6
835,HARARI Y,1057,7
836,ANCH-323-401,1058,1
837,ANCH323401,1058,2
838,ANCH 323 401,1058,3
839,HIST-334-401,1058,4
840,HIST334401,1058,5
841,HIST 334 401,1058,6
842,MC INERNEY J,1058,7
843,ANCH-499-000,1059,1
844,ANCH499000,1059,2
845,ANCH 499 000,1059,3
846,STA FF,1059,7
847,ANCH-535-401,1060,1
848,ANCH535401,1060,2
849,ANCH 535 401,1060,3
850,HIST-535-401,1060,4
851,HIST535401,1060,5
852,HIST 535 401,1060,6
853,GREY C,1060,7
854,ANCH-542-401,1061,1
855,ANCH542401,1061,2
856,ANCH 542 401,1061,3
857,NELC-242-401 NELC-542-401,1061,4
858,NELC242401 NELC542401,1061,5
859,NELC 242 401 NELC 542 401,1061,6
860,FRAME G,1061,7
861,ANCH-999-000,1062,1
862,ANCH999000,1062,2
863,ANCH 999 000,1062,3
864,STA FF,1062,7
865,ANEL-641-001,1063,1
866,ANEL641001,1063,2
867,ANEL 641 001,1063,3
868,RUTZ M,1063,7
869,ANEL-664-401,1064,1
870,ANEL664401,1064,2
871,ANEL 664 401,1064,3
872,RELS-616-401,1064,4
873,RELS616401,1064,5
874,RELS 616 401,1064,6
875,ROBERSON J,1064,7
876,ANEL-740-001,1065,1
877,ANEL740001,1065,2
878,ANEL 740 001,1065,3
879,RUTZ M,1065,7
880,ANEL-746-401,1066,1
881,ANEL746401,1066,2
882,ANEL 746 401,1066,3
883,TINNEY S,1066,7
884,ANTH-001-001,1067,1
885,ANTH001001,1067,2
886,ANTH 001 001,1067,3
887,DIBBLE H,1067,7
888,ANTH-001-201,1068,1
889,ANTH001201,1068,2
890,ANTH 001 201,1068,3
891,DIBBLE H,1068,7
892,ANTH-001-202,1069,1
893,ANTH001202,1069,2
894,ANTH 001 202,1069,3
895,DIBBLE H,1069,7
896,ANTH-001-203,1070,1
897,ANTH001203,1070,2
